# Time, Xc, Yc
3.108216223420109600e+03 5.750296358694856735e+02 9.684890503718155514e+02
3.108236657020170242e+03 5.750694597186019337e+02 9.684887400735284473e+02
3.108257090619765222e+03 5.750629945714415499e+02 9.684863888235870490e+02
3.108277524219825864e+03 5.750623485214543962e+02 9.684888171922397078e+02
3.108297957819886506e+03 5.750577835787468075e+02 9.684873426686219773e+02
3.108318391419947147e+03 5.750501114589375220e+02 9.684866649568306229e+02
3.108338825120124966e+03 5.750463944649020505e+02 9.684872245857534381e+02
3.108359258620068431e+03 5.750431292460580153e+02 9.684871825053118073e+02
3.108379692220129073e+03 5.750426139435869572e+02 9.684887803839374101e+02
3.108400125919841230e+03 5.750400300872453272e+02 9.684883029479649394e+02
3.108420559419784695e+03 5.750341381356897728e+02 9.684875577164027618e+02
3.108440993019845337e+03 5.750285225641267743e+02 9.684885822695993056e+02
3.108461426720023155e+03 5.750250159956181051e+02 9.684877135906637022e+02
3.108481860219966620e+03 5.750223374930114915e+02 9.684871869778066866e+02
3.108502293820027262e+03 5.750207240960792205e+02 9.684874408139963862e+02
3.108522727520205081e+03 5.750170700841055123e+02 9.684887396355235296e+02
3.108543161020148546e+03 5.750153964076567945e+02 9.684881990542929771e+02
3.108563594620209187e+03 5.750103486481714299e+02 9.684888387287475098e+02
3.108584028219804168e+03 5.750083292545994027e+02 9.684875317901323797e+02
3.108604461819864810e+03 5.750063295087552433e+02 9.684870158693596522e+02
3.108624895520042628e+03 5.750014526733003777e+02 9.684878179642465739e+02
3.108645329019986093e+03 5.749986833149166614e+02 9.684883053595755200e+02
3.108665762620046735e+03 5.749956018888548215e+02 9.684880885689913157e+02
3.108686196320224553e+03 5.749902355124213500e+02 9.684878928707742034e+02
3.108706629919819534e+03 5.750599582018750198e+02 9.684871761856189778e+02
3.108727063420228660e+03 5.750649179988345168e+02 9.684870847894711687e+02
3.108747497119940817e+03 5.750596389621690605e+02 9.684878004403601608e+02
3.108767930720001459e+03 5.750590151953470013e+02 9.684891957972959062e+02
3.108788364219944924e+03 5.750508055488303398e+02 9.684861005971200711e+02
3.108808797920122743e+03 5.750493241044434853e+02 9.684886313957316588e+02
3.108829231520183384e+03 5.750472002367855566e+02 9.684900855661097694e+02
3.108849665020126849e+03 5.750407173861481169e+02 9.684882141203200945e+02
3.108870098719839007e+03 5.750389374778891352e+02 9.684883413981879130e+02
3.108890532319899648e+03 5.750333015367191365e+02 9.684878637592232735e+02
3.108910965819843113e+03 5.750311207619515699e+02 9.684880820329966582e+02
3.108931399520020932e+03 5.750295108078997828e+02 9.684886247784086208e+02
3.108951833120081574e+03 5.750258781584332155e+02 9.684884312612241501e+02
3.108972266620025039e+03 5.750240441440762424e+02 9.684888596049645457e+02
3.108992700320202857e+03 5.750209630311567253e+02 9.684888869854345330e+02
3.109013133919797838e+03 5.750176106690139477e+02 9.684879760257232419e+02
3.109033567619975656e+03 5.750132214229575993e+02 9.684884417540091590e+02
3.109054001119919121e+03 5.750257954728905361e+02 9.684995040211219930e+02
3.109074434719979763e+03 5.751001462762106939e+02 9.685482252785051287e+02
3.109094868420157582e+03 5.751079795505347647e+02 9.685521901404572418e+02
3.109115301920101047e+03 5.750550046944721316e+02 9.685236661891533458e+02
3.109135735520161688e+03 5.749967954358670568e+02 9.684891487316797338e+02
3.109156169219873846e+03 5.749929685950587555e+02 9.684887581556854457e+02
3.109176602819934487e+03 5.749883361239947135e+02 9.684885248357655883e+02
3.109197036319877952e+03 5.750743690953286205e+02 9.684892076653092090e+02
3.109217470020055771e+03 5.750840258696039200e+02 9.684881612376905196e+02
3.109237903620116413e+03 5.750786691128578241e+02 9.684879559129429936e+02
3.109258337120059878e+03 5.750753256188676232e+02 9.684878542723689634e+02
3.109278770819772035e+03 5.750681856710867805e+02 9.684872946453427858e+02
3.109299204320181161e+03 5.750663835006173485e+02 9.684884784625287466e+02
3.109319637919776142e+03 5.750629516028077433e+02 9.684896008748473832e+02
3.109340071619953960e+03 5.750577753072718679e+02 9.684884999973621689e+02
3.109360505119897425e+03 5.750564125021523978e+02 9.684879173967327688e+02
3.109380938719958067e+03 5.750532768827862355e+02 9.684890402807368446e+02
3.109401372420135885e+03 5.750509896067601403e+02 9.684903810054994437e+02
3.109421805920079350e+03 5.750479987678229463e+02 9.684880064257459935e+02
3.109442239619791508e+03 5.750451488307653563e+02 9.684898495198910950e+02
3.109462673219852149e+03 5.750402386853590997e+02 9.684895355616712322e+02
3.109483106719795614e+03 5.750380383856092976e+02 9.684911215611482476e+02
3.109503540419973433e+03 5.750340923898605752e+02 9.684894108770718049e+02
3.109523974020034075e+03 5.750346532681070357e+02 9.684898085117720257e+02
3.109544407620094717e+03 5.750293907491372920e+02 9.684901488798786886e+02
3.109564841220155358e+03 5.750240854275469928e+02 9.684899503428139269e+02
3.109585274820216000e+03 5.750235136210698101e+02 9.684897286923110187e+02
3.109605708419810981e+03 5.750187085504948072e+02 9.684885888667549807e+02
3.109626142019871622e+03 5.750177239697351297e+02 9.684902002211714489e+02
3.109646575619932264e+03 5.750137220268601368e+02 9.684891754323500663e+02
3.109667009219992906e+03 5.750085086584638248e+02 9.684884148092237410e+02
3.109687442920170724e+03 5.751096686024191058e+02 9.684903018541161828e+02
3.109707876420114189e+03 5.751175722187766723e+02 9.684911778222781322e+02
3.109728310020174831e+03 5.751141098019395486e+02 9.684905510908599808e+02
3.109748743719886988e+03 5.751128346460092189e+02 9.684925213208903187e+02
3.109769177219830453e+03 5.751052673476619930e+02 9.684914215398308670e+02
3.109789610819891095e+03 5.751013130702236822e+02 9.684909713832416855e+02
3.109810044520068914e+03 5.750966855492421246e+02 9.684904683041797853e+02
3.109830478020012379e+03 5.750930635215753455e+02 9.684881396000785116e+02
3.109850911720190197e+03 5.750909775377489268e+02 9.684904466833352217e+02
3.109871345319785178e+03 5.750846605566903236e+02 9.684894940609533478e+02
3.109891778820194304e+03 5.750810600858750377e+02 9.684892085450968580e+02
3.109912212519906461e+03 5.750783584264555657e+02 9.684903930502865705e+02
3.109932646119967103e+03 5.765461764826225135e+02 9.695219348558345018e+02
3.109953079619910568e+03 5.750699678195784372e+02 9.684886569413481539e+02
3.109973513320088387e+03 5.750527153172758972e+02 9.684891031001177453e+02
3.109993946920149028e+03 5.750519381123087896e+02 9.684898729428908837e+02
3.110014380520209670e+03 5.750536042663405851e+02 9.684913159677485055e+02
3.110034814119804651e+03 5.750468400584015853e+02 9.684921656413430355e+02
3.110055247719865292e+03 5.750439359435798679e+02 9.684904278268415965e+02
3.110075681219808757e+03 5.750401441449744198e+02 9.684905501467587783e+02
3.110096114919986576e+03 5.750394868059297551e+02 9.684899092873918107e+02
3.110116548520047218e+03 5.750380948562761887e+02 9.684896852087961179e+02
3.110136982019990683e+03 5.750337489386616880e+02 9.684894869591915949e+02
3.110157415720168501e+03 5.750318230682547664e+02 9.684922332071664641e+02
3.110177849320229143e+03 5.750340315852183721e+02 9.684903580056683268e+02
3.110198282820172608e+03 5.750308486352262207e+02 9.684909165959692245e+02
3.110218716519884765e+03 5.750283470323495294e+02 9.684893590551245097e+02
3.110239150119945407e+03 5.750244987366498890e+02 9.684908565924155255e+02
3.110259583820123225e+03 5.750221821505382422e+02 9.684900879015533519e+02
3.110280017320066690e+03 5.750209522780219231e+02 9.684914407858394725e+02
3.110300450920127332e+03 5.750173827994112798e+02 9.684914912674071275e+02
3.110320884619839489e+03 5.750134065742419125e+02 9.684896539249361922e+02
3.110341318119782954e+03 5.750095278682097160e+02 9.684903762813687536e+02
3.110361751719843596e+03 5.750056708585817660e+02 9.684901287368031717e+02
3.110382185420021415e+03 5.750052639433220065e+02 9.684907732601772068e+02
3.110402618919964880e+03 5.750031119656400733e+02 9.684896184105328985e+02
3.110423052520025522e+03 5.750667851976885458e+02 9.684909711910567012e+02
3.110443486220203340e+03 5.750741918020182766e+02 9.684905067513411723e+02
3.110463919720146805e+03 5.750682498884550569e+02 9.684910633260714121e+02
3.110484353320207447e+03 5.750671793883391274e+02 9.684902261331077398e+02
3.110504787019919604e+03 5.750616532311780702e+02 9.684903570515613183e+02
3.110525220619980246e+03 5.750599749079450476e+02 9.684904738279593630e+02
3.110545654119923711e+03 5.750587747797839029e+02 9.684934256282979277e+02
3.110566087820101529e+03 5.750549134516121512e+02 9.684911831080594311e+02
3.110586521420162171e+03 5.750529657024150083e+02 9.684906918695894547e+02
3.110606954920105636e+03 5.750468723511645521e+02 9.684903358477209849e+02
3.110627388619817793e+03 5.750457392507358918e+02 9.684913091822086244e+02
3.110647822219878435e+03 5.750464058783293240e+02 9.684923408216671987e+02
3.110668255819939077e+03 5.750404235014538017e+02 9.684914281995545480e+02
3.110688689419999719e+03 5.750399173777027499e+02 9.684918483736737471e+02
3.110709123020060360e+03 5.750377839966737383e+02 9.684913084509704504e+02
3.110729556620121002e+03 5.750326019861374789e+02 9.684909065973524775e+02
3.110749990220181644e+03 5.750320652194799322e+02 9.684911490799597686e+02
3.110770423819776624e+03 5.750309961257545410e+02 9.684927940764187042e+02
3.110790857419837266e+03 5.750265885786272975e+02 9.684898660757613698e+02
3.110811291019897908e+03 5.750488708018964417e+02 9.685054749985233684e+02
3.110831724519841373e+03 5.751174614004991099e+02 9.685515210737679581e+02
3.110852158220019192e+03 5.751233751188937049e+02 9.685545552764432387e+02
3.110872591820079833e+03 5.750663382251138955e+02 9.685200410080111624e+02
3.110893025420140475e+03 5.750177725836034597e+02 9.684899679697923602e+02
3.110913459020201117e+03 5.750883689336892530e+02 9.684914950036568371e+02
3.110933892619796097e+03 5.750932514156459092e+02 9.684923574801214272e+02
3.110954326219856739e+03 5.750889718259763868e+02 9.684919150339377438e+02
3.110974759819917381e+03 5.750854580460835450e+02 9.684918750018000537e+02
3.110995193419978023e+03 5.750801711623834080e+02 9.684911221754558710e+02
3.111015627020038664e+03 5.750806276878316794e+02 9.684923568660258297e+02
3.111036060620099306e+03 5.750753542349518739e+02 9.684913002209932529e+02
3.111056494220159948e+03 5.750741955208003446e+02 9.684915181078189335e+02
3.111076927919872105e+03 5.750731948102708202e+02 9.684929654494220586e+02
3.111097361519932747e+03 5.750692550081963645e+02 9.684918678113241413e+02
3.111117795019876212e+03 5.750675940467100418e+02 9.684916850365717664e+02
3.111138228720054030e+03 5.750654530085705574e+02 9.684926822708422378e+02
3.111158662320114672e+03 5.750610527448244511e+02 9.684918358040247313e+02
3.111179095820058137e+03 5.750564974723039313e+02 9.684922831355872859e+02
3.111199529520235956e+03 5.750527589513628755e+02 9.684916567781457388e+02
3.111219963119830936e+03 5.750535098387128983e+02 9.684937808611987293e+02
3.111240396619774401e+03 5.750529095725210027e+02 9.684934993750138119e+02
3.111260830319952220e+03 5.750471836615474786e+02 9.684921703254469776e+02
3.111281263920012861e+03 5.750456318889881686e+02 9.684929740728995284e+02
3.111301697419956326e+03 5.750394686866906113e+02 9.684924110968385094e+02
3.111322131120134145e+03 5.750388125538589748e+02 9.684939769314358955e+02
3.111342564720194787e+03 5.750377078737210468e+02 9.684931360285937672e+02
3.111362998319789767e+03 5.750340671053472761e+02 9.684922806408843599e+02
3.111383431919850409e+03 5.750357215729864038e+02 9.684932517799741163e+02
3.111403865519911051e+03 5.750304389525543911e+02 9.684916934755375451e+02
3.111424299119971693e+03 5.750303851383033589e+02 9.684918344161735604e+02
3.111444732720032334e+03 5.750265742660700425e+02 9.684914971194725695e+02
3.111465166320092976e+03 5.750228445783184270e+02 9.684931137455407679e+02
3.111485599920153618e+03 5.750215925360748770e+02 9.684926691532314180e+02
3.111506033520214260e+03 5.750171921830589099e+02 9.684921067955609715e+02
3.111526467119809240e+03 5.750169869310766444e+02 9.684922148442788057e+02
3.111546900719869882e+03 5.750144614340515545e+02 9.684924119136262561e+02
3.111567334319930524e+03 5.750094509895661758e+02 9.684903216856320114e+02
3.111587767919991165e+03 5.750076246490879157e+02 9.684917646142113199e+02
3.111608201620168984e+03 5.750042707859626034e+02 9.684921624500300368e+02
3.111628635120112449e+03 5.750016181221990337e+02 9.684910077332195897e+02
3.111649068720173091e+03 5.750864909489372394e+02 9.684943203272044912e+02
3.111669502419885248e+03 5.750928905482337541e+02 9.684949342382675468e+02
3.111689935919828713e+03 5.750918018841711046e+02 9.684952804461835285e+02
3.111710369519889355e+03 5.750870806679870384e+02 9.684942079823865697e+02
3.111730803220067173e+03 5.750849475923820364e+02 9.684947368977351516e+02
3.111751236720010638e+03 5.750815488279861256e+02 9.684958671115560946e+02
3.111771670320071280e+03 5.750753192598384658e+02 9.684940169030865036e+02
3.111792104019783437e+03 5.750721244056034038e+02 9.684926834717206248e+02
3.111812537520192564e+03 5.750717569730122705e+02 9.684944090732946052e+02
3.111832971119787544e+03 5.750665953086295303e+02 9.684948343508460766e+02
3.111853404819965363e+03 5.750650236965458362e+02 9.684932494814917163e+02
3.111873838319908828e+03 5.750601101076326813e+02 9.684931624851684546e+02
3.111894272020086646e+03 5.769479329847256395e+02 9.703910431353242529e+02
3.111914705620147288e+03 5.750671591325393592e+02 9.684937328312583986e+02
3.111935139220207930e+03 5.750643070978090918e+02 9.684945910961953359e+02
3.111955572819802910e+03 5.750700057770019384e+02 9.684988837697965209e+02
3.111976006419863552e+03 5.750622734278242660e+02 9.684960280421545349e+02
3.111996440019924194e+03 5.750652894653179601e+02 9.684960431173213919e+02
3.112016873619984835e+03 5.750612330180960043e+02 9.684943606922164463e+02
3.112037307220045477e+03 5.750578647508265249e+02 9.684943353396272414e+02
3.112057740820106119e+03 5.750547039330746202e+02 9.684945167005703297e+02
3.112078174519818276e+03 5.750516782475561968e+02 9.684948228496439242e+02
3.112098608020227402e+03 5.750510676942736836e+02 9.684957842217685311e+02
3.112119041619822383e+03 5.750472304238684274e+02 9.684943450711031119e+02
3.112139475320000201e+03 5.750494262309860005e+02 9.684943459682314142e+02
3.112159908819943666e+03 5.750472913244344682e+02 9.684936785669896153e+02
3.112180342420004308e+03 5.750454892249647401e+02 9.684939149150563935e+02
3.112200776020064950e+03 5.750431004906350836e+02 9.684943034926765222e+02
3.112221209620125592e+03 5.750420060634048696e+02 9.684965479556382206e+02
3.112241643220186234e+03 5.750395769940255377e+02 9.684928118650925626e+02
3.112262076819781214e+03 5.750378456692155851e+02 9.684934415428268721e+02
3.112282510419841856e+03 5.750333154184565956e+02 9.684929798932562335e+02
3.112302944120019674e+03 5.750312066996189060e+02 9.684914283735183744e+02
3.112323377619963139e+03 5.750293220302701229e+02 9.684902023790597241e+02
3.112343811220023781e+03 5.750265057696739177e+02 9.684904600394345380e+02
3.112364244920201600e+03 5.750257100754264457e+02 9.684917934437996792e+02
3.112384678420145065e+03 5.750847973567307463e+02 9.684958523476126402e+02
3.112405112020205706e+03 5.750894300132945318e+02 9.684955653337478907e+02
3.112425545719917864e+03 5.750849533039038306e+02 9.684941784860603775e+02
3.112445979319978505e+03 5.750817043588169781e+02 9.684947001909137043e+02
3.112466412819921970e+03 5.750830087181672070e+02 9.684958932546614960e+02
3.112486846520099789e+03 5.750793984232401499e+02 9.684956185495780119e+02
3.112507280120160431e+03 5.750781601117012087e+02 9.684964872224504688e+02
3.112527713620103896e+03 5.750765912361950996e+02 9.684967818586142130e+02
3.112548147319816053e+03 5.750724376439990237e+02 9.684964048473806315e+02
3.112568580919876695e+03 5.751017993581206156e+02 9.685161633653565332e+02
3.112589014419820160e+03 5.751663903160298332e+02 9.685593504349626528e+02
3.112609448119997978e+03 5.751646860420978555e+02 9.685599866510929132e+02
3.112629881720058620e+03 5.751008585346273776e+02 9.685193990620318800e+02
3.112650315220002085e+03 5.750588238971300825e+02 9.684957039753375057e+02
3.112670748920179904e+03 5.750582371434583138e+02 9.684973340146073042e+02
3.112691182519774884e+03 5.750544069376653624e+02 9.684969776595189614e+02
3.112711616219952703e+03 5.750525830271612904e+02 9.684962242126541696e+02
3.112732049719896168e+03 5.750492368387386932e+02 9.684955967211191137e+02
3.112752483319956809e+03 5.750446507699407448e+02 9.684946081658047206e+02
3.112772917020134628e+03 5.750439221007608239e+02 9.684951124177586053e+02
3.112793350520078093e+03 5.750400282022236524e+02 9.684947284405377559e+02
3.112813784120138735e+03 5.750504323210685698e+02 9.685013183456892421e+02
3.112834217819850892e+03 5.750359411258377804e+02 9.684933160091012496e+02
3.112854651319794357e+03 5.750346305755989533e+02 9.684943747837889987e+02
3.112875084919854999e+03 5.751029219715502450e+02 9.684996059120642258e+02
3.112895518620032817e+03 5.751089562277264804e+02 9.685001916327033769e+02
3.112915952119976282e+03 5.751029816055183801e+02 9.684988299183321487e+02
3.112936385720036924e+03 5.751009719858321887e+02 9.684982749198143210e+02
3.112956819420214742e+03 5.750970120525239508e+02 9.684974081162056336e+02
3.112977252920158207e+03 5.750959195385172507e+02 9.684974267013618601e+02
3.112997686520218849e+03 5.750933001360256185e+02 9.684978430562031235e+02
3.113018120219931006e+03 5.750896538330638350e+02 9.684970669644487771e+02
3.113038553719874471e+03 5.750899242134713631e+02 9.684980347901748701e+02
3.113058987420052290e+03 5.750857225683766956e+02 9.684976877052358759e+02
3.113079421020112932e+03 5.750826562239337818e+02 9.684970240999825819e+02
3.113099854520056397e+03 5.750782667125042735e+02 9.684974483184721521e+02
3.113120288220234215e+03 5.750781703057502909e+02 9.684970237479957405e+02
3.113140721819829196e+03 5.750767947902094193e+02 9.684975003323673945e+02
3.113161155319772661e+03 5.750727398058313611e+02 9.684971118014736930e+02
3.113181589019950479e+03 5.750712778284186015e+02 9.684963006047479439e+02
3.113202022620011121e+03 5.750685031936882297e+02 9.684971080794878162e+02
3.113222456119954586e+03 5.750641321621685620e+02 9.684968529897138296e+02
3.113242889820132405e+03 5.750626559142395990e+02 9.684974727917253858e+02
3.113263323420193046e+03 5.750596215000294933e+02 9.684961417817944493e+02
3.113283757019788027e+03 5.750582112827064520e+02 9.684965904067702240e+02
3.113304190619848669e+03 5.750537548182637693e+02 9.684963317938299951e+02
3.113324624219909310e+03 5.750528022925475398e+02 9.684956525252972597e+02
3.113345057819969952e+03 5.750509995203610742e+02 9.684947278205486327e+02
3.113365491420030594e+03 5.750496748994676182e+02 9.684965387402246506e+02
3.113385925020091236e+03 5.750479849677062703e+02 9.684963779823091272e+02
3.113406358620151877e+03 5.750436227619320562e+02 9.684960231506308901e+02
3.113426792319864035e+03 5.750411726796991161e+02 9.684937422301283050e+02
3.113447225819807500e+03 5.750359550102052708e+02 9.684954001713713296e+02
3.113467659519985318e+03 5.750344303158911998e+02 9.684949223130137170e+02
3.113488093120045960e+03 5.750311337202865616e+02 9.684945851260165455e+02
3.113508526619989425e+03 5.750246554928728528e+02 9.684926261191262711e+02
3.113528960320167243e+03 5.750233599174141546e+02 9.684951435321285089e+02
3.113549393920227885e+03 5.750189454539938652e+02 9.684949183857577282e+02
3.113569827420171350e+03 5.750156723364684694e+02 9.684951523122167600e+02
3.113590261119883507e+03 5.750127371480567717e+02 9.684948911028981229e+02
3.113610694719944149e+03 5.750808678610088691e+02 9.684981011271544276e+02
3.113631128219887614e+03 5.750869216034886904e+02 9.684978876026682428e+02
3.113651561920065433e+03 5.750842401713427989e+02 9.684982678402118381e+02
3.113671995420008898e+03 5.750785150727479049e+02 9.684988980133940686e+02
3.113692429020069540e+03 5.750791208410660147e+02 9.684980346285345831e+02
3.113712862719781697e+03 5.750736755743423601e+02 9.684984055467442658e+02
3.113733296220190823e+03 5.750695932796235184e+02 9.684989196302060463e+02
3.113753729819785804e+03 5.750671702418031828e+02 9.684997665277541046e+02
3.113774163519963622e+03 5.750631471734914157e+02 9.684980542547435789e+02
3.113794597120024264e+03 5.750594141609135477e+02 9.684977565626256819e+02
3.113815030619967729e+03 5.750554867214276555e+02 9.684977099523084689e+02
3.113835464320145547e+03 5.750528056561385029e+02 9.684974739241649786e+02
3.113855897920206189e+03 5.777294380580913185e+02 9.713184773896607567e+02
3.113876331519801170e+03 5.750911911972333428e+02 9.684963654871944527e+02
3.113896765119861811e+03 5.750958479290862897e+02 9.684996044478813246e+02
3.113917198719922453e+03 5.750908842158211201e+02 9.684983892615513241e+02
3.113937632420100272e+03 5.750897815409707619e+02 9.684982664253105895e+02
3.113958065920043737e+03 5.750913841510704287e+02 9.685013359946613036e+02
3.113978499520104378e+03 5.750864833743537474e+02 9.684981147612343193e+02
3.113998933219816536e+03 5.750861380332802355e+02 9.684981792660494193e+02
3.114019366720225662e+03 5.750834237262534998e+02 9.684981944665582887e+02
3.114039800319820642e+03 5.750808819408548516e+02 9.684983077436332906e+02
3.114060234019998461e+03 5.750798162748027380e+02 9.684976302018134220e+02
3.114080667519941926e+03 5.750789566996282929e+02 9.684975164555269203e+02
3.114101101120002568e+03 5.750777921086522610e+02 9.685002233836084997e+02
3.114121534820180386e+03 5.750727490145646925e+02 9.684978532833169993e+02
3.114141968320123851e+03 5.750755689905560075e+02 9.684985641102632599e+02
3.114162401920184493e+03 5.750714107852371626e+02 9.684989509240313055e+02
3.114182835619896650e+03 5.750676414720965113e+02 9.684997450909864938e+02
3.114203269119840115e+03 5.750692314337699145e+02 9.685026644967271068e+02
3.114223702820017934e+03 5.750647694866062238e+02 9.685014776345333303e+02
3.114244136420078576e+03 5.750630777947274055e+02 9.685007875217278297e+02
3.114264570020139217e+03 5.750582786283694077e+02 9.685006302714680260e+02
3.114285003620199859e+03 5.750585072170864578e+02 9.685003998259156788e+02
3.114305437219794840e+03 5.750583619571208374e+02 9.684999759295409376e+02
3.114325870819855481e+03 5.750939585863164893e+02 9.685239687060468441e+02
3.114346304419916123e+03 5.751835022179072894e+02 9.685646711768753221e+02
3.114366738019976765e+03 5.752446932232845711e+02 9.685707910226833519e+02
3.114387171620037407e+03 5.751727575120103211e+02 9.685270844116209901e+02
3.114407605220098048e+03 5.751385609728937425e+02 9.685071598766951411e+02
3.114428038820158690e+03 5.751341196514431431e+02 9.685077124655839498e+02
3.114448472320102155e+03 5.751352235259536201e+02 9.685088033737987416e+02
3.114468906019814312e+03 5.751317836766048686e+02 9.685063332513977912e+02
3.114489339619874954e+03 5.751276688839914186e+02 9.685076800548052915e+02
3.114509773119818419e+03 5.751268450456313985e+02 9.685064847038630660e+02
3.114530206819996238e+03 5.751264601121356463e+02 9.685067900250213597e+02
3.114550640420056880e+03 5.751253665786132387e+02 9.685064604181684444e+02
3.114571073920000345e+03 5.751253635618586486e+02 9.685066840536494510e+02
3.114591507620178163e+03 5.751233644828341767e+02 9.685052008706242077e+02
3.114611941219773144e+03 5.751209129808922853e+02 9.685049455577301387e+02
3.114632374919950962e+03 5.751193912671383259e+02 9.685045074797536699e+02
3.114652808419894427e+03 5.751201183199946172e+02 9.685050494310955855e+02
3.114673242019955069e+03 5.751146600827416933e+02 9.685038908619653739e+02
3.114693675720132887e+03 5.751120069942721784e+02 9.685053518018816021e+02
3.114714109220076352e+03 5.751246110361089450e+02 9.685132044795730053e+02
3.114734542820136994e+03 5.751054491275544933e+02 9.685033895556744028e+02
3.114754976519849151e+03 5.751031613019951010e+02 9.685053444620556320e+02
3.114775410119909793e+03 5.751013128911223475e+02 9.685035699610357369e+02
3.114795843619853258e+03 5.750988063140338227e+02 9.685031976309139736e+02
3.114816277320031077e+03 5.751005351787717927e+02 9.685016512472468548e+02
3.114836710920091718e+03 5.750987907513894015e+02 9.685022868897817716e+02
3.114857144420035183e+03 5.750967142430921513e+02 9.685053030230118338e+02
3.114877578120213002e+03 5.750913575221085239e+02 9.685025279647225034e+02
3.114898011719807982e+03 5.750891152035893583e+02 9.685043974381126191e+02
3.114918445220217109e+03 5.750856054003090776e+02 9.685026710854280054e+02
3.114938878919929266e+03 5.750842023434331622e+02 9.685033478820172377e+02
3.114959312519989908e+03 5.750856114730440822e+02 9.685045238675168093e+02
3.114979746220167726e+03 5.750831825518081359e+02 9.685025954315303807e+02
3.115000179720111191e+03 5.750824346713390014e+02 9.685048036824421160e+02
3.115020613320171833e+03 5.750790528496237357e+02 9.685047690920755485e+02
3.115041047019883990e+03 5.750764885040856598e+02 9.685044130436509704e+02
3.115061480519827455e+03 5.750751961483766763e+02 9.685033563541097692e+02
3.115081914019770920e+03 5.750712274854749921e+02 9.685059575711733260e+02
3.115102347719948739e+03 5.750703396691928901e+02 9.685039308715520292e+02
3.115122781320009381e+03 5.750702520435459064e+02 9.685040885362811878e+02
3.115143214920070022e+03 5.750693196210950191e+02 9.685014884108586557e+02
3.115163648520130664e+03 5.750631109521042390e+02 9.685003276708788462e+02
3.115184082120191306e+03 5.750618070056480065e+02 9.685025865689121929e+02
3.115204515719786286e+03 5.750617817126419595e+02 9.685021470812673670e+02
3.115224949319846928e+03 5.750605780786077048e+02 9.685000730778889420e+02
3.115245382919907570e+03 5.750603447092705665e+02 9.685018132138152396e+02
3.115265816519968212e+03 5.750571562201137112e+02 9.685043792457923928e+02
3.115286250220146030e+03 5.750546871123618757e+02 9.685038106859137770e+02
3.115306683720089495e+03 5.750526766060972932e+02 9.685028841144531953e+02
3.115327117320150137e+03 5.750546915233040863e+02 9.685032315298653884e+02
3.115347551019862294e+03 5.750536681360619014e+02 9.685036174391570967e+02
3.115367984519805759e+03 5.750484784991940614e+02 9.685032504565477893e+02
3.115388418219983578e+03 5.750459019016047932e+02 9.685046997419858599e+02
3.115408851820044219e+03 5.750472002870203596e+02 9.685022855365330088e+02
3.115429285319987684e+03 5.750444389179950804e+02 9.685028386108916720e+02
3.115449719020165503e+03 5.750422938986913550e+02 9.685026177657218796e+02
3.115470152620226145e+03 5.750366924575235998e+02 9.685020265965803219e+02
3.115490586120169610e+03 5.750372055382948702e+02 9.685014262179245179e+02
3.115511019819881767e+03 5.750320433410048508e+02 9.685021815804584548e+02
3.115531453419942409e+03 5.750290944390782215e+02 9.685027702907226512e+02
3.115551886919885874e+03 5.750279915598492835e+02 9.685022848900333656e+02
3.115572320620063692e+03 5.751167211039249878e+02 9.685076704784781896e+02
3.115592754220124334e+03 5.751261437254124758e+02 9.685086135898814064e+02
3.115613187820184976e+03 5.751246582012329327e+02 9.685090030776028698e+02
3.115633621419779956e+03 5.751196288546539108e+02 9.685100222867254161e+02
3.115654055019840598e+03 5.751143120113105169e+02 9.685091584683881365e+02
3.115674488619901240e+03 5.751135068911236203e+02 9.685087649411980237e+02
3.115694922219961882e+03 5.751111551862126134e+02 9.685078542071596530e+02
3.115715355820022523e+03 5.751041014839456693e+02 9.685075398341190294e+02
3.115735789520200342e+03 5.751052291316359515e+02 9.685058933454898806e+02
3.115756223119795322e+03 5.751021944901830238e+02 9.685072459581515432e+02
3.115776656620204449e+03 5.750975205278433577e+02 9.685063756995597259e+02
3.115797090319916606e+03 5.750980718454086400e+02 9.685073812638179334e+02
3.115817523819860071e+03 5.771393341418670389e+02 9.703372164007657830e+02
3.115837957419920713e+03 5.750917641716171147e+02 9.685012524569369816e+02
3.115858391120098531e+03 5.750852711517219404e+02 9.685013504377546951e+02
3.115878824620041996e+03 5.750837564007994160e+02 9.685005258390848439e+02
3.115899258220102638e+03 5.750807628851578102e+02 9.685018054515194308e+02
3.115919691919814795e+03 5.750747702238750207e+02 9.684999281178261299e+02
3.115940125420223922e+03 5.750714396499944314e+02 9.685000628588190921e+02
3.115960559019818902e+03 5.750702406853037019e+02 9.684993158476468125e+02
3.115980992719996721e+03 5.750658299106896720e+02 9.684991933329334870e+02
3.116001426219940186e+03 5.750645397705261530e+02 9.684991945960115345e+02
3.116021859820000827e+03 5.750638096137655566e+02 9.685010941709913368e+02
3.116042293520178646e+03 5.750610361611709322e+02 9.685003245412451633e+02
3.116062727020122111e+03 5.751069094619240332e+02 9.685100321406171133e+02
3.116083160620182753e+03 5.751814815497090194e+02 9.685421577234582173e+02
3.116103594319894910e+03 5.752326517967024984e+02 9.685745101407109132e+02
3.116124027919955552e+03 5.752255239700806442e+02 9.685720025434208083e+02
