# Time, Flux
3.078771401819773018e+03 1.018210837670230795e+00
3.078791835519950837e+03 1.018187404311608590e+00
3.078812269120011479e+03 1.018276547706779889e+00
3.078832702619954944e+03 1.018212528737347800e+00
3.078853136320132762e+03 1.018329212368425774e+00
3.078873569820076227e+03 1.018336218217910760e+00
3.078894003519788384e+03 1.018248282727823195e+00
3.078914437119849026e+03 1.018491554811664646e+00
3.078934870619792491e+03 1.018204798144812573e+00
3.078955304319970310e+03 1.018288143595582618e+00
3.078975737920030951e+03 1.018326796558258529e+00
3.078996171520091593e+03 1.018364000034834183e+00
3.079016605120152235e+03 1.018276789287796635e+00
3.079037038720212877e+03 1.017580552797596516e+00
3.079057472319807857e+03 1.017806431048233984e+00
3.079077906019985676e+03 1.017820442747203957e+00
3.079098339519929141e+03 1.017874073732916829e+00
3.079118773119989783e+03 1.017800633103832508e+00
3.079139206820167601e+03 1.017901372387806758e+00
3.079159640320111066e+03 1.017850398793277877e+00
3.079180073920171708e+03 1.017965391357238625e+00
3.079200507619883865e+03 1.017850398793277877e+00
3.079220941119827330e+03 1.008416418509167967e+00
3.079241374719887972e+03 1.002785648171352628e+00
3.079261808420065790e+03 1.004727717964801093e+00
3.079282241920009255e+03 1.016395114748529283e+00
3.079302675520069897e+03 1.017980369380275585e+00
3.079323109219782054e+03 1.018164454115019657e+00
3.079343542720191181e+03 1.018099227240504057e+00
3.079363976319786161e+03 1.018071687004597381e+00
3.079384410019963980e+03 1.018145369214698448e+00
3.079404843620024621e+03 1.018150925578083177e+00
3.079425277119968086e+03 1.018291767310833595e+00
3.079445710820145905e+03 1.018122660599126261e+00
3.079466144420206547e+03 1.018285486204398627e+00
3.079486577920150012e+03 1.018274131896612644e+00
3.079507011619862169e+03 1.018279929841013898e+00
3.079527445219922811e+03 1.017709073898493966e+00
3.079547878719866276e+03 1.017953795468435896e+00
3.079568312420044094e+03 1.018035933014122207e+00
3.079588745919987559e+03 1.017967324005372376e+00
3.079609179620165378e+03 1.018027477678536963e+00
3.079629613220226020e+03 1.017931570014897202e+00
3.079650046720169485e+03 1.018006701711098527e+00
3.079670480419881642e+03 1.017976504084008083e+00
3.079690914019942284e+03 1.018013224398550021e+00
3.079711347519885749e+03 1.018076760205948617e+00
3.079731781220063567e+03 1.018053810009359905e+00
3.079752214820124209e+03 1.018010325426349505e+00
3.079772648320067674e+03 1.018029410326670714e+00
3.079793082019779831e+03 1.017942441160649913e+00
3.079813515619840473e+03 1.018004527481948029e+00
3.079833949219901115e+03 1.018118070559808519e+00
3.079854382819961756e+03 1.018037865662255959e+00
3.079874816420022398e+03 1.018204073401762555e+00
3.079895250020083040e+03 1.017992690012128554e+00
3.079915683719795197e+03 1.018075069138831612e+00
3.079936117220204324e+03 1.018115896330658021e+00
3.079956550819799304e+03 1.017941233255566180e+00
3.079976984519977123e+03 1.017959110250803878e+00
3.079997418019920588e+03 1.017968773491472856e+00
3.080017851619981229e+03 1.018015640208717265e+00
3.080038285320159048e+03 1.017955969697586394e+00
3.080058718820102513e+03 1.018054051590376652e+00
3.080079152420163155e+03 1.018106716252022537e+00
3.080099586119875312e+03 1.018038348824289452e+00
3.080120019619818777e+03 1.018130632772678235e+00
3.080140453219879419e+03 1.018107924157106048e+00
3.080160886920057237e+03 1.017957419183686651e+00
3.080181320420000702e+03 1.018021921315152234e+00
3.080201754020061344e+03 1.018030376650737479e+00
3.080222187719773501e+03 1.018151650321133195e+00
3.080242621319834143e+03 1.017917075153893736e+00
3.080263054819777608e+03 1.017651577616513592e+00
3.080283488519955426e+03 1.017669696192767814e+00
3.080303922120016068e+03 1.017688297931055530e+00
3.080324355720076710e+03 1.017740237849651397e+00
3.080344789320137352e+03 1.017796526226548259e+00
3.080365222820080817e+03 1.017617031531121929e+00
3.080385656519792974e+03 1.017728158798815175e+00
3.080406090119853616e+03 1.017707382831376961e+00
3.080426523619797081e+03 1.017802082589932766e+00
3.080446957319974899e+03 1.017810537925518233e+00
3.080467390920035541e+03 1.017782514527578286e+00
3.080487824419979006e+03 1.017870933179699344e+00
3.080508258120156825e+03 8.112464479941888795e-01
3.080528691720217466e+03 1.017752075319470872e+00
3.080549125220160931e+03 1.017824308043471460e+00
3.080569558919873089e+03 1.017956694440636634e+00
3.080589992519933730e+03 1.017938817445398936e+00
3.080610426019877195e+03 1.017701826467992232e+00
3.080630859720055014e+03 1.017870933179699344e+00
3.080651293320115656e+03 1.017763671208273601e+00
3.080671726920176297e+03 1.017906687170174518e+00
3.080692160519771278e+03 1.017903305035940509e+00
3.080712594119831920e+03 1.017936884797265185e+00
3.080733027719892561e+03 1.017804739981116757e+00
3.080753461420070380e+03 1.017375450514397262e+00
3.080773894920013845e+03 1.017433913120444622e+00
3.080794328520074487e+03 1.017417002449273911e+00
3.080814762219786644e+03 1.017540933510853618e+00
3.080835195720195770e+03 1.017561709478292054e+00
3.080855629319790751e+03 1.017473773988204266e+00
3.080876063019968569e+03 1.017495516279709467e+00
3.080896496519912034e+03 1.017499864738010462e+00
3.080916930119972676e+03 1.017540450348820125e+00
3.080937363820150495e+03 1.017437536835695600e+00
3.080957797320093960e+03 1.017301526723279670e+00
3.080978230920154601e+03 1.006760380639521335e+00
3.080998664520215243e+03 1.002339206452445675e+00
3.081019098119810224e+03 1.004859379618916027e+00
3.081039531819988042e+03 1.016439807236623194e+00
3.081059965319931507e+03 1.017466768138719280e+00
3.081080398919992149e+03 1.017593598172499503e+00
3.081100832620169967e+03 1.017504937939361698e+00
3.081121266219764948e+03 1.017517258571214667e+00
3.081141699720174074e+03 1.017476189798371511e+00
3.081162133419886231e+03 1.017653027102613850e+00
3.081182567019946873e+03 1.017402749169287191e+00
3.081203000519890338e+03 1.017460728613301058e+00
3.081223434220068157e+03 1.017468459205836284e+00
3.081243867820128798e+03 1.017438261578745617e+00
3.081264301320072263e+03 1.017491167821408471e+00
3.081284735019784421e+03 1.017542382996954098e+00
3.081305168619845062e+03 1.017627661095857672e+00
3.081325602119788527e+03 1.017509286397662693e+00
3.081346035819966346e+03 1.017627419514841147e+00
3.081366469420026988e+03 1.017656167655831334e+00
3.081386902919970453e+03 1.017576204339295520e+00
3.081407336620148271e+03 1.017511943788846684e+00
3.081427770220208913e+03 1.017528129716967156e+00
3.081448203720152378e+03 1.017678634690386552e+00
3.081468637419864535e+03 1.017607368290452952e+00
3.081489071019925177e+03 1.017674044651068810e+00
3.081509504619985819e+03 1.017712939194761468e+00
3.081529938220046461e+03 1.017661240857182570e+00
3.081550371820107102e+03 1.017655684493797841e+00
3.081570805420167744e+03 1.017631526392125396e+00
3.081591239119879901e+03 1.017681292081570543e+00
3.081611672619823366e+03 1.017624278961623663e+00
